"repetition","fold","min_mess","max_mess","mean_mess","median_mess","q10_mess","q90_mess","auroc_train","auroc_test","diff_perf"
1,1,-1.0443864229765,47.5374732334047,9.56718177201699,7.70877944325482,0,24.6680942184154,0.899742362900258,0.77020202020202,0.129540342698238
1,2,0,43.3628318584071,10.4392002622091,8.84955752212389,0,26.0619469026549,0.881472202338344,0.818011257035647,0.0634609453026973
1,3,-42.9196540593902,-0.52872265234546,-20.5969609088605,-20.9400056833665,-33.5321059122461,-6.56126877053449,0.887862203396185,0.785714285714286,0.102147917681899
1,4,-0.311041990668741,52.5581395348837,15.1210420741326,11.3953488372093,0,34.093023255814,0.901806381828014,0.78603550295858,0.115770878869434
1,5,-0.696480197047901,53.9906103286385,11.3464946295995,7.51173708920188,0,32.112676056338,0.899944720840243,0.866052934407365,0.0338917864328783
2,1,-1.0443864229765,47.4358974358974,9.81770780272313,8.11965811965812,0,24.7435897435898,0.900159378606629,0.7673343605547,0.132825018051929
2,2,0,37.5,11.2473060344828,10.3448275862069,0,27.5862068965517,0.886322027820245,0.771018455228982,0.115303572591264
2,3,-59.5427919684619,2.89156626506025,-28.2789393429037,-30.7630050466199,-50.1666850203726,-0.889987886554056,0.889309724457912,0.802880288028803,0.0864294364291086
2,4,-0.696480197047901,50.4587155963303,8.19947348760889,4.12844036697248,0,26.1926605504587,0.89255848417487,0.882419127988748,0.0101393561861215
2,5,-0.311041990668741,55.1422319474836,17.4429660260089,13.129102844639,0,40.9628008752735,0.899122470876762,0.78419452887538,0.114927942001382
3,1,-1.0443864229765,49.4897959183673,10.3648961449556,9.18367346938776,0,25,0.911145996860283,0.853790087463557,0.0573559093967252
3,2,-4.39828719209635,24.1106719367589,5.40418488910095,3.3596837944664,-0.340969581197792,13.8339920948617,0.885896149504579,0.813492063492063,0.0724040860125158
3,3,-0.311041990668741,53.8095238095238,16.1440367748966,13.3333333333333,0,35.7619047619048,0.910231112925541,0.677162134532815,0.233068978392726
3,4,-0.696480197047901,53.5885167464115,10.0227251040777,6.2200956937799,0,28.6602870813397,0.902656088306314,0.846852425180599,0.0558036631257149
3,5,-1.19955202331639,17.4603174603175,2.7608502786361,0.793650793650784,-1.19955202331639,8.73015873015872,0.887095244118391,0.801136363636364,0.0859588804820277
4,1,-1.0443864229765,45.4728370221328,12.5796346315282,10.0603621730382,4.50704225352114,26.8812877263582,0.898198725451944,0.634308510638298,0.263890214813646
4,2,-3.78471719866009,27.6543209876543,3.78789612585697,0,0,10.8641975308642,0.862089945748617,0.858749437696806,0.0033405080518113
4,3,-44.1981457499107,-0.854923876568008,-21.1967591485349,-21.445105470367,-34.7174996690584,-6.97483937980654,0.886838519191459,0.770676691729323,0.116161827462136
4,4,-0.311041990668741,46.0807600950119,15.2885225537335,11.8764845605701,0,33.729216152019,0.906608287442449,0.71913835956918,0.187469927873269
4,5,0,53.3039647577093,16.0211121270052,13.4361233480176,0,42.511013215859,0.909752547307133,0.814973262032085,0.0947792852750475
5,1,-1.0443864229765,47.4358974358974,9.81770780272313,8.11965811965812,0,24.7435897435898,0.900159378606629,0.7673343605547,0.132825018051929
5,2,0,43.5729847494553,11.3117194072348,9.58605664488019,0,27.8867102396514,0.88213900862069,0.824134199134199,0.0580048094864903
5,3,-42.9196540593902,-0.52872265234546,-20.5969609088605,-20.9400056833665,-33.5321059122461,-6.56126877053449,0.887862203396185,0.785714285714286,0.102147917681899
5,4,-0.311041990668741,52.9274004683841,15.1303408122763,11.7096018735363,0,34.0046838407494,0.904041068842964,0.764812302125735,0.139228766717229
5,5,-0.696480197047901,53.6817102137767,10.3881949766237,5.70071258907363,0,31.4489311163896,0.900122299225438,0.860504920838682,0.0396173783867558
6,1,-1.0443864229765,48.8479262672811,10.7370846370497,9.21658986175115,0,25.1152073732719,0.899613489636425,0.839717741935485,0.0598957477009403
6,2,0,55.7235421166307,17.1272071430162,15.1187904967603,1.38228941684665,32.829373650108,0.905549327354261,0.716228070175438,0.189321257178822
6,3,-0.696480197047901,50,7.15662166529828,1.92307692307692,0,22.7884615384616,0.887584564976545,0.877504029472715,0.0100805355038306
6,4,-48.6538130369057,3.11804008908686,-22.7769061037077,-25.7923069563731,-38.2875297167209,-2.15214601222721,0.882964494163424,0.720849802371542,0.162114691791882
6,5,-0.311041990668741,54.3933054393305,16.8448648313211,13.8075313807531,0,39.1213389121339,0.894615182558446,0.820420420420421,0.0741947621380254
7,1,-1.0443864229765,47.5374732334047,9.56718177201699,7.70877944325482,0,24.6680942184154,0.899742362900258,0.77020202020202,0.129540342698238
7,2,0,43.4004474272931,10.9718675140069,9.39597315436242,0,28.6353467561521,0.887209160180923,0.806632213608958,0.0805769465719645
7,3,-40.1932165331545,0.429184549356222,-18.6910478949764,-18.8147974127244,-30.9891859822746,-5.11795455841409,0.887620539794451,0.795172863666014,0.0924476761284366
7,4,-0.311041990668741,53.2407407407407,14.9136579474109,11.5740740740741,0,34.212962962963,0.902518486764548,0.784371184371185,0.118147302393364
7,5,-0.696480197047901,53.7383177570094,11.0326732242223,7.47663551401868,0,31.6355140186916,0.895259989053092,0.882644628099174,0.0126153609539185
8,1,-1.0443864229765,47.5770925110132,12.1753355615487,10.5726872246696,0,27.5330396475771,0.895056694625659,0.838721264367816,0.0563354302578435
8,2,0,55.0976138828633,17.1081750257455,15.1843817787419,1.56182212581345,32.6247288503254,0.905750377073907,0.708050847457627,0.19769952961628
8,3,-0.696480197047901,46.5,6.02377199876845,1.25,0,18.4,0.884954844006567,0.885416666666666,-0.000461822660099198
8,4,-48.6538130369057,2.67857142857142,-22.688582924329,-26.0862586360426,-38.250274287383,-1.91556136401699,0.882392486809134,0.711284807034685,0.171107679774449
8,5,-0.311041990668741,54.0880503144654,16.6262946874404,12.9979035639413,0,38.9937106918239,0.894179708106207,0.823391812865497,0.0707878952407101
9,1,-1.0443864229765,49.3333333333333,15.210707598175,12,1.20000000000001,29.7777777777778,0.915692161820481,0.811177248677249,0.104514913143233
9,2,-7.72612621286537,31.8181818181818,1.67559837880479,0,-3.63602525942233,7.77272727272727,0.87563909144246,0.907318741450068,-0.0316796500076079
9,3,-0.311041990668741,46.3356973995272,15.345178327172,12.2931442080378,0,34.0425531914894,0.908030045604936,0.713768115942029,0.194261929662907
9,4,-45.5219678097731,-0.918057616467823,-22.0616883316999,-22.4999641281583,-35.9496813838275,-7.75799823673056,0.886262053749739,0.764378478664193,0.121883575085546
9,5,0,53.763440860215,17.1861912846633,15.0537634408602,0,44.7311827956989,0.902582507029746,0.835992907801419,0.0665895992283272
10,1,-1.0443864229765,47.4358974358974,9.81770780272313,8.11965811965812,0,24.7435897435898,0.900159378606629,0.7673343605547,0.132825018051929
10,2,0,43.5729847494553,11.3117194072348,9.58605664488019,0,27.8867102396514,0.88213900862069,0.824134199134199,0.0580048094864903
10,3,-42.9196540593902,-0.52872265234546,-20.5969609088605,-20.9400056833665,-33.5321059122461,-6.56126877053449,0.887862203396185,0.785714285714286,0.102147917681899
10,4,-0.311041990668741,52.9274004683841,15.1303408122763,11.7096018735363,0,34.0046838407494,0.904041068842964,0.764812302125735,0.139228766717229
10,5,-0.696480197047901,53.6817102137767,10.3881949766237,5.70071258907363,0,31.4489311163896,0.900122299225438,0.860504920838682,0.0396173783867558
