ID;Geologia;Crollo;Cord_X;Cord_Y;Quote;Aspect;Slope;Nord;East;PlanarC;ProfileC;TWI;WD;NGSS;FT;EWI
19;4;1;408509.075;5051595.335;904.213;230.213;47.831;-0.64;-0.455;1.421;1.105;2.449;173.944;75.278;27;15
20;4;1;403639.492;5051705.65;569.1;142.263;12.281;-0.791;-0.206;-0.621;-0.518;2.13;123.167;56.444;16.889;14.444
21;4;1;408490.081;5051632.476;914.582;214.822;47.471;-0.821;0.243;-2.15;-1.445;1.951;173.944;75.278;27;15
22;2;1;400588.962;5051652.013;477.037;349.896;64.274;0.984;-0.046;1.449;-8.696;0.676;111.667;62.611;15.278;14.611
23;4;1;408431.487;5051664.46;916.654;226.484;52.087;-0.689;0.727;3.743;-2.778;1.684;173.944;75.278;27;15
24;2;1;397101.462;5051563.843;990.373;102.191;33.756;-0.211;-0.419;0.888;-0.349;1.984;112.5;58.5;28;13.778
25;4;1;409356.52;5051705.659;1382.73;249.595;29.004;-0.349;0.173;0.256;-0.793;1.43;174.222;74.222;38.167;15.5
26;4;1;403931.414;5051709.402;477.873;176.182;41.832;-0.998;0.633;-0.277;6.518;3.183;123.167;56.444;18.611;14.444
27;2;1;397357.147;5051856.209;820.082;229.36;34.755;-0.651;-0.531;-0.888;0.326;3.776;112.5;58.5;24.333;13.778
28;2;1;402214;5051739;344.147;293.448;22.759;0.398;-0.12;-0.227;0.706;3.832;101.389;60.111;9.222;14.444
29;4;1;406852.563;5051833.938;808.763;158.306;70.016;-0.929;0.264;1.198;-0.428;-0.338;176.278;73.389;25.056;14.833
30;2;1;397823.764;5051888.589;1139.06;226.807;36.455;-0.684;0.352;-3.528;-0.066;4.082;104.667;65.611;37.111;14.556
31;2;1;401087.326;5051905.605;413.346;167.544;57.788;-0.976;-0.223;0.569;-10.157;0.592;111.667;62.611;11;14.611
32;2;1;400786.675;5051946.091;500.927;156.89;34.217;-0.92;0.538;1.987;-4.969;0.413;111.667;62.611;19.833;14.611
33;2;1;397947.365;5051947.914;1259.67;142.553;29.004;-0.794;0.209;-0.19;-2.263;0.639;104.667;65.611;38.111;14.556
34;4;1;406071.8;5051955.839;1153.28;153.746;51.512;-0.897;-0.686;-2.065;0.117;2.745;169.222;69.333;46.056;14.667
35;4;1;404391.508;5051848.904;683.245;224.843;50.115;-0.709;-0.056;0.978;-3.398;1.699;123.167;56.444;31.556;14.444
36;3;1;396886.906;5051846.192;1085.22;45.246;50.719;0.704;0.312;-0.135;0.543;0.617;112.5;58.5;30.389;13.778
37;3;1;397438.506;5052116.526;1035.85;235.029;67.551;-0.573;-0.256;7.482;11.376;-0.607;112.5;58.5;34.556;13.778
38;2;1;402481.914;5052113.934;615.747;232.898;35.121;-0.603;0.009;-0.923;0.135;3.022;101.389;60.111;13.722;14.444
39;4;1;407072.798;5052227.276;686.398;49.952;45.743;0.643;0.91;0.897;-2.399;1.456;176.278;73.389;18.611;14.833
40;2;1;396174.718;5052463.222;1093.69;19.428;47.189;0.943;0.572;0.951;2.099;0.714;120.167;75;28.111;15.722
41;2;1;401409.078;5052245.936;448.906;81.511;43.441;0.148;0.843;2.082;-2.318;0.555;111.667;62.611;15.278;14.611
42;2;1;401376.005;5052271.071;464.928;55.963;47.009;0.56;0.734;1.757;-4.361;0.446;111.667;62.611;15.278;14.611
43;2;1;402193.415;5052378.673;546.89;278.878;38.943;0.154;-0.409;1.847;-0.434;2.32;101.389;60.111;17.5;14.444
44;2;1;402261.591;5052313.19;580.439;214.361;55.409;-0.825;0.816;2.474;-10.768;0.319;101.389;60.111;17.5;14.444
45;1;1;392664.269;5052341.249;1884.85;78.494;62.249;0.199;-0.439;-9.352;1.065;0.95;164.278;93.778;44.111;16.778
46;2;1;402950.986;5052344.312;694.995;195.697;42.903;-0.963;-0.027;2.24;-1.88;1.333;119.944;58.611;16.278;14
47;4;1;407058.909;5052324.834;655.795;154.761;36.639;-0.905;-0.449;-2.369;1.716;2.956;166.889;74.222;23.778;15.5
48;2;1;402091.471;5052373.608;403.642;269.381;32.523;-0.011;0.297;2.253;-0.159;2.623;101.389;60.111;12.278;14.444
49;1;1;392636.631;5052387.398;1904.81;4.765;54.781;0.997;0.434;-0.144;-0.812;1.15;164.278;93.778;44.111;16.778
50;4;1;407435.703;5052458.592;509.712;124.939;44.967;-0.573;-0.125;0.299;-1.886;2.355;166.889;74.222;17.889;15.5
51;2;1;398500;5052500;1345.47;121.969;36.545;-0.529;-0.151;0.457;-0.414;2.016;101.278;64.333;39.444;14.722
52;2;1;400786.796;5052514.73;798.337;142.337;40.128;-0.792;-0.328;-1.166;3.741;3.279;125.222;58.222;34.167;14.167
53;2;1;400467.442;5052522.394;934.013;188.335;47.373;-0.989;0.898;-0.533;-4.507;2.047;107.389;64.889;36.5;14.222
54;2;1;395475.349;5052705.466;1154.71;359.934;47.818;1;-0.124;-1.966;1.211;2.706;145.5;78.444;27.667;15.333
55;4;1;407300.225;5052732.408;687.209;176.368;39.923;-0.998;0.87;1.826;0.773;1.201;166.889;74.222;22.389;15.5
56;4;1;405003.233;5052772.932;1452.99;245.507;44.36;-0.415;0.481;3.447;-1.646;0.025;143.278;67.167;49.5;15
57;3;1;394473.508;5052819.204;1157.09;335.869;31.858;0.913;-0.179;-0.121;0.389;1.53;169.167;85.833;30.167;15.889
58;4;1;407298.361;5052875.605;787.612;108.31;57.026;-0.314;-0.174;0.26;0.208;1.138;166.889;74.222;23.444;15.5
59;4;1;404993.63;5052995.323;1571.18;184.626;47.988;-0.997;-0.594;0.319;-0.567;1.404;143.278;67.167;50.667;15
60;2;1;396274.447;5053139.508;1293.8;182.962;43.908;-0.999;-0.031;-1.862;-0.794;2.45;130.389;73.278;34.833;15.333
61;2;1;395423;5053145;1100.83;188.646;22.658;-0.989;0.627;1.051;-0.928;1.476;145.5;78.444;29.056;15.333
62;3;1;394902.609;5053184.486;1337.48;137.245;40.416;-0.734;0.069;2.513;-0.959;0.566;145.5;78.444;33.889;15.333
63;4;1;404766.471;5053262.126;1708.61;210.476;38.715;-0.862;-0.788;-1.121;0.512;1.961;143.278;67.167;51.056;15
64;4;1;407995.844;5053271.534;723.006;142.551;54.22;-0.794;-0.363;1.345;3.776;0.825;172.056;73.167;21.167;15.111
65;4;1;409387.302;5053220.305;801.094;265.505;42.976;-0.078;0.036;1.961;-1.888;0.818;168.611;69.278;22.444;14.389
66;2;1;395029;5053255;1294.21;117.857;56.155;-0.467;0.029;-12.228;6.181;3.04;145.5;78.444;35.111;15.333
67;4;1;409372.951;5053320.342;724.406;327.912;32.458;0.847;0.057;0.018;-0.078;2.161;168.611;69.278;21.611;14.389
68;3;1;391709.964;5053430.829;1583.19;191.309;52.161;-0.981;-0.296;-1.994;2.312;1.809;145.389;76.333;44.722;15.667
69;2;1;399926.227;5053464.888;1263.58;27.26;56.481;0.889;-0.234;-0.595;-0.76;0.663;107.389;64.889;45.722;14.222
70;2;1;400681.064;5053469.086;683.304;96.786;63.865;-0.118;0.106;3.976;-2.15;0.307;125.222;58.222;14;14.167
71;3;1;391338.051;5053685.774;1633;167.943;37.198;-0.978;0.062;2.68;-1.036;1.314;148.167;95.667;43.611;16.667
72;1;1;390000;5053500;2052.41;130.806;46.229;-0.653;0.325;-1.497;3.172;1.223;169.778;105.333;47.833;16
73;3;1;398500;5053500;1265.09;16.925;34.087;0.957;-0.362;1.482;-0.561;1.809;101.278;64.333;42;14.722
74;2;1;402140.226;5053495.624;743.648;287.15;57.258;0.295;-0.249;3.29;-2.842;0.467;116.056;45.944;30.667;12.5
75;2;1;401826.962;5053663.659;544.867;221.379;70.34;-0.75;0.096;-2.494;-22.096;1.761;116.056;45.944;27;12.5
76;4;1;408170.342;5053557.73;922.688;241.303;53.495;-0.48;-0.332;3.162;0.899;0.04;172.056;73.167;25.667;15.111
77;4;1;410660.065;5053696.528;1051.87;297.831;40.266;0.467;-0.59;0.499;-1.132;1.392;152.167;65.722;30.222;14.833
78;4;1;407671.427;5053824.706;786.966;120.038;25.949;-0.501;0.223;-5.268;6.59;6.822;172.333;73.722;22.056;15.833
79;4;1;410111.164;5053931.037;704.138;314.328;24.749;0.699;0.61;0.015;-0.008;3.016;152.167;65.722;23.611;14.833
80;4;1;406269.063;5053949.612;1339.12;89.566;38.458;0.008;0.161;-0.419;-0.043;2.249;163.778;72.333;44.889;15.611
81;1;1;393007.069;5053787.949;1647.5;176.266;41.707;-0.998;0.3;-0.371;0.524;2.263;177.833;84.167;38.722;15.667
82;4;1;409518.086;5054103.604;794.088;139.527;60.339;-0.761;0.188;0.945;-6.772;1.262;170.556;67.722;22.833;14.667
83;2;1;401274.436;5054172.061;349.859;181.389;11.314;-1;0.375;0.232;3.343;2.609;98.944;57.278;9.667;14.167
84;3;1;391735.411;5054271.478;1906.33;150.826;47.272;-0.873;0.856;-0.492;0.303;1.45;173.222;82.944;48.667;15.333
85;4;1;409685.817;5054246.012;770.756;131.048;34.552;-0.657;0.376;-0.221;-0.848;3.716;152.167;65.722;23.833;14.833
86;2;1;402943.257;5054345.47;739.307;179.021;47.708;-1;-0.669;-1.372;3.559;2.032;109.5;59;24.944;14.167
87;4;1;386601.875;5054488.335;2807.94;22.199;28.361;0.926;0.062;0.055;-1.29;3.229;204.278;101.167;73.167;15.944
88;2;1;401500;5054500;763.586;2.563;34.746;0.999;-0.366;-0.171;-0.498;1.711;98.944;57.278;20.333;14.167
89;4;1;386955.094;5054524.104;2707.89;350.002;22.096;0.985;-0.288;-0.438;2.284;3.831;204.278;101.167;68.722;15.944
90;4;1;410651.008;5054631.599;780.707;306.2;38.304;0.591;-0.193;0.768;-2.245;3.465;152.167;65.722;26;14.833
91;4;1;386820.96;5054586.699;2731.03;78.509;26.556;0.199;-0.52;0.493;-2.564;1.586;204.278;101.167;70;15.944
92;4;1;386731.538;5054609.055;2738.78;20.453;12.571;0.937;-0.381;0.312;0.971;2.727;204.278;101.167;67.167;15.944
93;4;1;410074.941;5054632.823;744.39;202.259;40.911;-0.925;0.475;0.67;1.896;1.71;152.167;65.722;23.444;14.833
94;2;1;402670.35;5054640.115;742.699;274.236;57.04;0.074;-0.306;-3.835;1.461;1.188;109.5;59;25.389;14.167
95;4;1;409543.117;5054662.525;1139.98;126.23;59.705;-0.591;0.159;4.075;-15.047;1.963;170.556;67.722;27.722;14.667
96;2;1;401087.214;5054667.804;451.193;248.224;65.688;-0.371;-0.05;-11.937;-1.111;1.621;98.944;57.278;14.944;14.167
97;4;1;386812.018;5054702.948;2731.6;53.499;20.402;0.595;-0.945;0.429;-0.651;1.572;204.278;101.167;68.111;15.944
98;4;1;386651.058;5054711.891;2747.58;58.16;23.524;0.528;0.348;-1.148;0.154;2.998;204.278;101.167;67.944;15.944
99;2;1;402748.413;5054787.587;799.165;255.238;47.752;-0.255;0.114;3.614;-1.839;0.714;109.5;59;25.389;14.167
100;4;1;409430.783;5054912.32;1255.9;96.099;55.091;-0.106;-0.491;5.062;-4.379;0.031;170.556;67.722;30.833;14.667
101;4;1;409395.763;5055002.863;1355.51;157.832;61.896;-0.926;0.6;5.498;-4.355;-0.548;170.556;67.722;31.722;14.667
102;4;1;409428.786;5055051.554;1345.02;106.615;70.684;-0.286;0.532;2.661;-13.864;-0.702;170.556;67.722;31.722;14.667
103;4;1;409552.566;5055092.55;1198.14;94.846;43.368;-0.084;0.038;0.539;-0.034;2.29;170.556;67.722;29.111;14.667
104;4;1;410535.599;5055295.249;1015.35;126.623;73.926;-0.597;0.235;2.22;-13.351;0.697;155.278;68.5;28.778;14.833
105;4;1;406776.917;5055453.054;1471.43;236.026;30.709;-0.559;-0.911;0.115;0.59;1.623;176.278;74.722;44.444;16.111
106;4;1;406738.16;5055524.109;1494.8;221.032;44.713;-0.754;0.183;-0.786;6.081;0.875;176.278;74.722;46.444;16.111
107;2;1;402061.018;5055619.016;936.281;197.918;38.396;-0.951;0.064;1.193;-0.951;1.01;128.444;64.722;37.778;14.389
108;4;1;407032.435;5055683.763;1728.77;149.496;48.894;-0.862;0.159;-6.108;5.239;1.76;176.278;74.722;47.167;16.111
109;2;1;400313.371;5056030.742;510.39;248.962;44.726;-0.359;-0.025;0.656;-0.927;0.4;114.5;61.833;19.833;15.167
110;4;1;411062.974;5056198.06;930.124;107.206;37.499;-0.296;0.227;0.196;-0.243;2.625;124.056;64.556;27.556;14.167
111;3;1;399934.884;5056518.57;469.457;211.71;57.985;-0.851;0.225;-1.822;-0.16;4.707;114.5;61.833;18.056;15.167
112;2;1;399405.967;5056570.74;359.071;161.285;1.696;-0.947;-0.63;0.001;-0.006;6.111;111.611;59.722;16.5;14.778
113;3;1;399794.837;5056524.507;374.552;196.028;18.409;-0.961;0.015;-0.265;0.457;5.178;114.5;61.833;16.444;15.167
114;2;1;400384;5056538.044;775.371;224.423;74.411;-0.714;-0.26;1.461;-8.28;-0.32;114.5;61.833;29.667;15.167
115;2;1;399445.494;5056572.18;361.22;221.958;32.657;-0.744;-0.376;-1.907;10.22;2.963;111.611;59.722;16.5;14.778
116;1;1;396252.509;5056542.484;785.967;143.581;67.809;-0.805;0.407;-8.265;3.288;2.472;172.833;75.111;34.333;15.222
117;3;1;399705.607;5056565.096;383.062;187.475;18.192;-0.992;0.492;0.247;0.158;3.204;114.5;61.833;16.444;15.167
118;2;1;399506.875;5056589.704;402.487;191.935;39.43;-0.978;-0.502;-0.537;0.693;4.333;111.611;59.722;19;14.778
119;3;1;399676.484;5056581.071;387.984;185.522;25.569;-0.995;-0.913;-0.509;0.251;3.062;111.611;59.722;15.667;14.778
120;3;1;399830.513;5056620.469;466.892;205.861;54.53;-0.9;0.243;-3.091;0.659;2.573;114.5;61.833;21.889;15.167
121;3;1;399828.942;5056626.302;466.892;205.861;52.669;-0.9;0.283;-1.279;0.297;2.546;114.5;61.833;21.889;15.167
122;3;1;399833.642;5056629.857;486.853;225.492;54.69;-0.701;0.592;-0.144;0.36;2.127;114.5;61.833;21.889;15.167
123;3;1;399855.583;5056651.536;522.629;237.131;51.567;-0.543;-0.101;0.323;1.952;1.964;114.5;61.833;21.889;15.167
124;2;1;399404.335;5056685.269;442.774;228.643;56.799;-0.661;-0.499;-2.968;-4.624;1.439;111.611;59.722;18.667;14.778
125;3;1;399589.25;5056716.025;537.434;215.602;49.02;-0.813;0.008;-3.896;-0.442;1.194;131.167;56.611;23.722;14.889
126;4;1;411044.911;5057044.366;919.242;95.003;41.273;-0.087;0.537;3.018;-2.377;0.792;129;68.5;27.333;14.833
127;1;1;396388.764;5057158.062;781.104;30.164;51.701;0.865;0.473;-4.855;5.858;1.995;148.722;69.667;35.5;14.944
128;1;1;395510.66;5057243.841;1242.34;48.707;50.922;0.66;0.163;2.654;-1.201;1.622;165.833;72.722;41.667;14.667
129;3;1;398624.979;5057245.351;562.175;242.685;60.443;-0.459;-0.568;-9.224;-0.122;3.821;111.944;46.722;32.333;13.111
130;3;1;400186.628;5057288.996;1079.99;182.279;28.636;-0.999;0.984;-0.151;-0.265;4.851;119.778;62.833;42.333;15.556
131;2;1;404791.305;5057299.038;2302.8;200.2;27.579;-0.938;0.402;0.792;-0.755;1.03;181.889;76.167;56.667;16
132;4;1;413070.039;5057187.215;1702.42;150.227;55.994;-0.868;0.354;-1.805;2.886;1.809;151.333;85.278;46.444;16.333
133;3;1;398555.822;5057319.975;522.647;259.789;63.26;-0.177;-0.136;-1.811;13.593;1.019;111.944;46.722;22.444;13.111
134;3;1;400000;5057500;1176.29;197.752;45.216;-0.952;-0.632;-1.049;3.532;1.655;119.778;62.833;49.333;15.556
135;1;1;395838.812;5057647;799.182;345.807;24.619;0.969;0.703;-2.338;3.544;5.064;148.722;69.667;35.222;14.944
136;3;1;398733.43;5057715.262;731.84;288.615;46.416;0.319;0.721;-1.8;0.269;4.873;131.167;56.611;42.389;14.889
137;1;1;396604.08;5057856.073;597.605;91.777;51.184;-0.031;-0.34;0.631;-2.867;0.992;148.722;69.667;29.778;14.944
138;3;1;398582.462;5058047.21;532.931;291.029;43.807;0.359;-0.326;0.419;1.742;0.547;111.944;46.722;28.944;13.111
139;3;1;398664.965;5058081.729;608.456;282.455;45.853;0.216;0.588;0.193;-0.56;1.585;111.944;46.722;31;13.111
140;3;1;398689.464;5058105.749;621.327;298.954;51.431;0.484;-0.386;0.684;-1.094;0.684;111.944;46.722;31;13.111
141;1;1;396829.215;5058152.87;381.392;63.775;55.243;0.442;0.685;-3.99;12.083;1.33;137.333;63.167;20.333;15.833
142;1;1;396806.611;5058165.495;415.596;65.944;61.813;0.408;-0.772;3.928;-9.943;0.358;137.333;63.167;20.333;15.833
143;3;1;398707.847;5058169.675;586.682;297.837;54.762;0.467;-0.51;-0.702;2.809;0.812;111.944;46.722;31;13.111
144;2;1;404486;5058188;2171.56;274.628;55.938;0.081;-0.271;-7.068;5.02;4.676;169.333;77.056;56.111;15.833
145;3;1;398311.365;5058191.996;399.57;199.785;28.69;-0.941;-0.032;-4.255;7.092;6.18;144.278;59.278;26.778;15.056
146;1;1;396573.512;5058245.748;444.297;51.927;57.782;0.617;0.196;-4.016;10.792;3.639;133.111;68.111;23.611;15.056
147;1;1;396518.225;5058278.514;502.91;77.28;52.511;0.22;-0.465;-1.917;0.238;1.277;133.111;68.111;23.611;15.056
148;1;1;396521.062;5058291.384;501.346;87.94;48.714;0.036;0.173;-4.206;-0.353;1.113;133.111;68.111;23.611;15.056
149;1;1;396550.077;5058295.007;467.507;95.226;42.696;-0.091;0.308;-1.329;2.087;1.912;133.111;68.111;23.611;15.056
150;1;1;395500;5058500;911.49;56.682;55.649;0.549;0.243;0.646;-0.848;1.094;150.722;70.222;35.389;14.778
151;2;1;404191.609;5058596;1922.64;281.736;40.069;0.203;0.029;-0.292;1.89;1.83;169.333;77.056;51.722;15.833
152;1;1;394676.478;5059128.924;898.365;154.852;59.512;-0.905;-0.284;-0.315;0.47;1.608;150.722;70.222;30.333;14.778
153;1;1;393446.414;5059576.555;1127.09;90.915;37.106;-0.016;-0.68;1.708;-0.728;0.983;136;64.556;30.333;14.389
154;1;1;389956.742;5059505.09;1653.1;121.959;34.893;-0.529;-0.783;-0.58;0.189;2.407;169.389;83.611;42.389;15.333
155;2;1;400558.866;5059527.542;775.039;54.465;47.444;0.581;0.054;1.07;-1.956;2.129;140.889;67.778;26.278;15.167
156;2;1;403287.139;5059571.988;1733.91;259.595;53.849;-0.181;-0.263;2.264;-1.803;0.773;181.167;80.111;46.722;15.667
157;1;1;394881.223;5059644.056;666.818;24.043;42.944;0.913;-0.18;-0.375;-1.868;1.408;150.722;70.222;27.833;14.778
158;2;1;403249.865;5059641.375;1717.85;201.021;42.225;-0.933;0.76;-1.841;0.193;4.439;181.167;80.111;46.833;15.667
159;2;1;403119.694;5059664.886;1691.72;282.947;43.892;0.224;0.46;3.961;-1.052;0.204;181.167;80.111;47.278;15.667
160;4;1;409948.461;5059708.674;1333.27;91.471;55.789;-0.026;-0.766;-0.323;5.337;0.864;179.333;67.333;46.611;15.556
161;2;1;405282.643;5059965.227;2608.07;252.763;39.647;-0.296;0.292;-0.263;1.308;2.501;186.611;78.111;56.167;15.444
162;1;1;394999.779;5059980.489;685.461;148.007;54.325;-0.848;-0.637;-0.301;-1.495;2.648;143.444;67.222;24.889;14.778
163;2;1;405090.422;5059987.422;2490.85;228.097;40.011;-0.668;0.091;-2.094;-0.306;3.811;186.611;78.111;52.111;15.444
164;1;1;398490.294;5059737.913;910.364;154.359;41.269;-0.902;-0.34;0.923;0.782;1.623;147.944;65.667;43.5;15.611
165;3;1;396784.692;5060066.6;382.252;241.976;48.082;-0.47;-0.548;1.291;1.94;0.866;143.944;64.389;33.667;15.333
166;1;1;393549.822;5060127.978;1031.31;210.896;41.804;-0.858;-0.024;-1.638;2.27;5.573;136.611;59.833;29.167;15
167;3;1;396754.204;5060161.128;405.894;239.01;63.698;-0.515;0.656;1.882;-3.098;0.549;143.944;64.389;33.667;15.333
168;2;1;401000;5060500;1114.02;296.554;36.008;0.447;0.509;-0.406;-0.38;3.632;178.222;76.222;35.444;15.444
169;3;1;397894.08;5060559.61;801.662;277.531;44.444;0.131;0.095;2.281;-1.292;1.175;147.944;65.667;44.222;15.611
170;4;1;410667.567;5060997.077;1231.44;152.138;42.595;-0.884;0.056;1.199;-3.059;0.857;141.722;67.056;48.278;15.389
171;3;1;396790.483;5060974.42;461.462;230.155;60.232;-0.641;-0.675;-1.758;0.18;0.53;143.944;64.389;29.333;15.333
172;3;1;400241.263;5061150.537;751.195;194.675;33.328;-0.967;0.799;3.509;-0.303;0.593;179.611;77.278;32.444;15.556
173;3;1;396629.773;5061250.102;413.533;254.841;55.146;-0.262;-0.526;0.893;-6.61;3.364;157.167;70;23.833;15.111
174;4;1;411014.869;5061355.313;1277.95;176.206;44.814;-0.998;0.651;-0.15;-0.189;1.484;170.111;71.389;50.389;15.556
175;4;1;410628.713;5061428.256;1711.26;124.379;61.727;-0.565;0.558;9.5;-9.946;-0.31;141.722;67.056;57.889;15.389
176;3;1;397629.777;5061522.903;726.854;262.341;23.313;-0.133;-0.137;-0.088;1.091;2.388;166.944;70.611;36.5;15.611
177;3;1;397513.092;5061794.212;723.494;333.732;11.949;0.897;0.445;0.618;-0.277;1.815;166.944;70.611;30.667;15.611
178;1;1;398053.74;5062048.071;825.845;250.714;30.051;-0.33;-0.092;-0.191;0.685;3.118;167.222;71.056;35.667;15.778
179;1;1;395425.575;5061974.555;905.631;79.359;30.898;0.185;-0.53;-0.955;-0.088;2.461;152.389;68.556;36.667;14.833
180;1;1;395653.267;5062340.307;733.959;136.053;54.191;-0.72;-0.039;-0.556;-0.618;3.484;152.389;68.556;30.333;14.833
181;1;1;395795.25;5062605.976;722.766;125.851;44.302;-0.586;0.644;0.437;0.483;2.257;161;71.667;29.667;15.611
182;1;1;395922.872;5062763.32;642.721;122.061;77.288;-0.531;-0.744;-3.176;0.007;0.376;161;71.667;23.833;15.611
183;1;1;396214.87;5062744.824;481.364;86.429;14.589;0.062;-0.006;1.742;-3.272;1.369;161;71.667;21.056;15.611
184;1;1;395397.173;5062882.067;1010.34;124.178;37.431;-0.562;0.17;1.64;0.094;1.154;157.556;68.389;36.778;15.5
185;4;1;412352.789;5062927.349;1602.29;153.332;52.524;-0.894;-0.65;8.835;-8.703;-0.108;171.944;84.944;42.667;15.778
186;3;1;402659.04;5063197.827;1153.01;329.325;42.656;0.86;-0.91;-0.147;1.353;1.921;210.222;83;38.667;15.333
187;3;1;402941.136;5063765.01;1090.13;289.473;50.661;0.333;0.608;-2.125;6.567;2.895;211.333;83.056;38.389;15.667
188;4;1;414499.604;5064002.587;1779.24;216.365;46.115;-0.805;-0.698;-1.936;4.99;2.946;190.389;98.167;41.944;16.167
189;3;1;402109.625;5064324.051;1180.2;125.607;39.759;-0.582;0.62;3.54;-1.712;0.635;210.278;82.889;38.222;16.111
190;1;1;396350.989;5064370.558;457.183;260.306;59.148;-0.168;-0.589;-3.844;-1.353;2.517;159.111;70.056;20.722;15.389
191;3;1;403495.437;5064474.499;1336.54;242.732;47.771;-0.458;-0.43;6.703;-2.386;-0.097;202.944;82.667;38.556;15.833
192;3;1;403230.607;5064309.154;1181.49;304.799;44.973;0.571;-0.153;1.184;1.29;0.92;202.944;82.667;37.222;15.833
193;3;1;403654.746;5064512.3;1443.7;305.454;55.508;0.58;-0.737;1.505;9.575;1.187;202.944;82.667;44.389;15.833
194;1;1;396042.471;5064577.185;457.337;348.761;40.241;0.981;-0.232;-0.284;-2.53;1.498;159.111;70.056;21.389;15.389
195;1;1;395765.3;5064907.541;635.268;55.518;61.075;0.566;-0.101;4.965;-11.661;0.723;155.389;64.944;23.056;15
196;3;1;397879.077;5064857.759;890.778;266.871;28.072;-0.055;-0.561;0.887;-0.186;2.464;186.778;80.667;33.778;16.167
197;3;1;398201.373;5064901.979;1040.32;347.936;14.11;0.978;-0.371;0.404;0.233;2.001;186.778;80.667;35.889;16.167
198;1;1;395555.664;5064725.658;825.038;98.099;27.756;-0.141;-0.453;4.135;-2.347;0.644;155.389;64.944;25.444;15
199;4;1;410961.573;5065004.646;1323.68;51.036;42.948;0.629;0.159;-1.201;2.698;3.424;174.222;82.944;42.667;15.833
200;1;1;396745.844;5065157.307;641.336;337.158;29.756;0.922;-0.438;-1.863;1.217;1.291;159.111;70.056;25.056;15.389
201;4;1;410914.257;5065060.545;1329.63;64.305;64.885;0.434;0.428;-0.814;-1.021;1.801;174.222;82.944;35.611;15.833
202;5;1;410109.923;5065134.776;2007.33;127.585;34.622;-0.61;0.081;0.184;1.511;1.366;168.833;74.889;44.111;16.056
203;3;1;397787.577;5065163.757;884.369;257.537;30.931;-0.216;0.876;-1.446;0.749;3.072;186.778;80.667;32.5;16.167
204;3;1;400442.056;5065451.24;1728.73;323.169;30.619;0.8;-0.636;0.715;-2.272;1.115;190.056;79.444;43.056;16.5
205;5;1;410815.102;5065406.464;1299.88;95.779;49.905;-0.101;0.302;-1.826;4.251;3.771;170.333;76;35.444;15.889
206;5;1;408352.172;5065400.371;2419.93;82.911;47.907;0.123;-0.038;0.679;-2.929;0.659;176.722;71.667;51.444;15.5
207;5;1;408354.305;5065405.988;2419.93;82.911;49.234;0.123;0.309;-0.67;0.822;1.007;176.722;71.667;51.444;15.5
