ID;Geologia;Crollo;Cord_X;Cord_Y;Quote;Aspect;Slope;Nord;East;PlanarC;ProfileC;TWI;WD;NGSS;FT;EWI
245;2;0;389137.45;5082968.89;2492.42;27.324;36.164;0.888;-0.422;-0.455;0.251;1.716;252.778;114.556;49.278;15.611
246;1;0;385177.572;5062410.692;2275.77;331.638;39.183;0.880;0.366;0.292;0.379;0.591;176.056;83.667;48.278;15.278
247;6;0;395905.679;5085470.329;2763.3;60.714;14.097;0.489;-0.278;-0.918;0.274;4.083;234.056;104.667;60.333;15.833
248;3;0;368970.673;5057946.12;2342.41;342.499;16.721;0.954;-0.353;0.669;-0.82;2.533;166.167;75.222;57.778;14.556
249;4;0;371751.088;5058316.793;2612.58;319.606;42.819;0.762;0.242;0.218;0.684;1.994;158.278;76.5;50.556;13.944
250;1;0;389212.042;5069109.998;1383.69;197.374;46.892;-0.954;-0.747;0.856;-1.216;1.883;125.611;56.833;35.333;14.167
251;2;0;377135.65;5067676.555;864.098;185.57;24.514;-0.995;-0.624;1.183;-0.16;1.65;223.944;68;40;14.5
252;1;0;394854.159;5088017.337;2121.79;339.112;28.289;0.934;0.666;3.529;-0.715;0.804;266.278;102.889;54.944;15.444
253;3;0;370518.806;5059269.939;2448.11;311.395;29.709;0.661;-0.538;-0.885;0.467;3.923;138.167;75.667;50.333;14.778
254;3;0;391403.506;5083307.083;2484.08;160.681;39.014;-0.944;-0.719;0.051;-1.115;1.603;246.444;108.944;53.389;16.222
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
