"repetition","fold","min_mess","max_mess","mean_mess","median_mess","q10_mess","q90_mess","auroc_train","auroc_test","diff_perf"
1,1,-1.77765688502033,50.2463054187192,18.3404106350509,18.7192118226601,2.95566502463054,36.4532019704434,0.84946550048591,0.85423197492163,-0.00476647443572098
1,2,-3.70292323148173,38.423645320197,8.60120801545535,5.9113300492611,0,20.6896551724138,0.871772471364784,0.750769230769231,0.121003240595553
1,3,-1.04223806911684,43.3497536945813,9.62461743355863,7.88177339901478,0,22.6600985221675,0.854506604506605,0.87888198757764,-0.0243753830710355
1,4,-0.778655169840655,35.2941176470588,13.8275641515051,12.7450980392157,2.84313725490196,27.5490196078431,0.8675,0.800322061191626,0.0671779388083733
1,5,-0.736412010642341,43.3497536945813,13.6222221705653,9.85221674876848,0,30.5418719211823,0.878817350709978,0.73015873015873,0.148658620551248
2,1,-0.736412010642341,36.4532019704434,12.5229893134202,10.8374384236453,1.97044334975371,25.615763546798,0.858377014172006,0.883076923076923,-0.0246999089049169
2,2,-7.20858895705522,32.3529411764706,9.64852353655215,7.35294117647059,0,22.6470588235294,0.870769230769231,0.813204508856683,0.0575647219125486
2,3,-1.03485838779957,43.3497536945813,14.1591735484668,10.8374384236453,0.98522167487684,32.512315270936,0.858474082702388,0.861538461538462,-0.00306437883607402
2,4,-0.778655169840655,40.3940886699507,15.1880549599655,11.8226600985222,0,34.4827586206897,0.878276062900408,0.778461538461538,0.0998145244388695
2,5,-0.705754614549397,43.3497536945813,12.0773775314662,9.85221674876847,0.98522167487684,28.5714285714286,0.860776699029126,0.802469135802469,0.0583075632266568
3,1,-3.70292323148173,49.2610837438424,13.1409549487114,10.8374384236453,1.97044334975371,28.5714285714286,0.858794946550048,0.800940438871473,0.0578545076785749
3,2,-0.778655169840655,45.320197044335,12.0778453588836,7.88177339901478,0,27.5862068965517,0.895493395493395,0.68167701863354,0.213816376859855
3,3,-10.3173130450918,36.4532019704434,10.6056430673062,8.86699507389163,0,27.5862068965517,0.859902912621359,0.82716049382716,0.0327424187941986
3,4,-1.04223806911684,48.0392156862745,13.9845008765986,9.80392156862745,0.882352941176471,31.5686274509804,0.845746218325465,0.893333333333333,-0.0475871150078682
3,5,-0.736412010642341,41.3793103448276,12.6949547118577,10.8374384236453,0.98522167487684,31.5270935960591,0.86052836052836,0.759316770186336,0.101211590342025
4,1,0,48.0392156862745,15.7450980392157,12.7450980392157,1.86274509803922,33.3333333333333,0.857252715562818,0.830128205128205,0.0271245104346125
4,2,-3.70292323148173,43.3497536945813,10.9620631299654,8.86699507389162,0,26.6009852216749,0.870272904483431,0.8125,0.0577729044834312
4,3,-1.77765688502033,46.3054187192118,12.1364389859926,7.88177339901478,0,27.5862068965517,0.865403304178814,0.761755485893417,0.103647818285397
4,4,-3.44945355191257,36.4532019704434,8.9297002910614,5.91133004926108,0,23.6453201970443,0.847087378640776,0.898148148148148,-0.0510607695073716
